user_id,full_name,email,signup_date,plan_type,home_location,acquisition_channel,cohort_month,company_size,role_bucket,visit_pref,churn_risk,price_sensitivity,activity_bias,is_active
U000180,User 180,user180@example.com,2025-10-28,Pro,Jeddah - Corniche,Partnership,2025-10-01,2-10,Sales,Midday,0.53,0.12,0.51,True
U000181,User 181,user181@example.com,2025-10-01,Standard,Riyadh - Olaya,Organic,2025-10-01,51-200,Analyst,Afternoon,0.3,0.26,0.3399999999999999,True
U000182,User 182,user182@example.com,2025-08-01,Enterprise,Riyadh - Olaya,Paid,2025-08-01,200+,Sales,Afternoon,0.49,0.06,0.6599999999999999,True
U000183,User 183,user183@example.com,2025-08-27,Enterprise,Dammam - Waterfront,Partnership,2025-08-01,51-200,Other,Midday,0.4399999999999999,0.21,0.6799999999999999,True
U000184,User 184,user184@example.com,2025-10-01,Enterprise,Jeddah - Corniche,Partnership,2025-10-01,51-200,Sales,Morning,0.24,0.73,0.69,True
U000185,User 185,user185@example.com,2025-10-16,Enterprise,Dammam - Waterfront,Paid,2025-10-01,2-10,Engineer,Morning,0.52,0.52,0.6799999999999999,True
U000186,User 186,user186@example.com,2025-08-03,Enterprise,Dammam - Waterfront,Paid,2025-08-01,11-50,Engineer,Afternoon,0.32,0.78,0.6299999999999999,True
U000187,User 187,user187@example.com,2025-10-09,Enterprise,Jeddah - Corniche,Partnership,2025-10-01,2-10,Engineer,Afternoon,0.19,0.78,0.5499999999999999,True
U000188,User 188,user188@example.com,2025-10-11,Flex,Riyadh - Olaya,Paid,2025-10-01,200+,Analyst,Midday,0.43,0.03,0.45,True
U000189,User 189,user189@example.com,2025-08-27,Pro,Riyadh - Olaya,Referral,2025-08-01,200+,Analyst,Afternoon,0.53,0.22,0.58,True
U000190,User 190,user190@example.com,2025-08-09,Enterprise,Riyadh - Olaya,Referral,2025-08-01,200+,Sales,Midday,0.48,0.69,0.5499999999999999,True
U000191,User 191,user191@example.com,2025-10-01,Pro,Riyadh - Digital City,Referral,2025-10-01,2-10,Engineer,Afternoon,0.37,0.87,0.5499999999999999,True
U000192,User 192,user192@example.com,2025-09-06,Pro,Riyadh - Olaya,Partnership,2025-09-01,51-200,Analyst,Afternoon,0.19,0.83,0.6799999999999999,True
U000193,User 193,user193@example.com,2025-09-20,Flex,Jeddah - Corniche,Paid,2025-09-01,51-200,Founder,Afternoon,0.4399999999999999,0.83,0.38,True
U000194,User 194,user194@example.com,2025-09-13,Enterprise,Riyadh - Olaya,Paid,2025-09-01,Solo,Sales,Morning,0.2,0.75,0.57,True
U000195,User 195,user195@example.com,2025-08-24,Standard,Riyadh - Olaya,Organic,2025-08-01,200+,Other,Morning,0.18,0.32,0.43,True
U000196,User 196,user196@example.com,2025-10-18,Flex,Riyadh - Digital City,Organic,2025-10-01,51-200,Designer,Morning,0.43,0.27,0.39,True
U000197,User 197,user197@example.com,2025-09-28,Standard,Riyadh - Olaya,Paid,2025-09-01,Solo,Sales,Afternoon,0.37,0.07,0.43,True
U000198,User 198,user198@example.com,2025-09-01,Pro,Riyadh - Olaya,Paid,2025-09-01,51-200,Designer,Midday,0.2,0.0,0.62,True
U000199,User 199,user199@example.com,2025-10-27,Pro,Dammam - Waterfront,Paid,2025-10-01,200+,Engineer,Midday,0.4599999999999999,0.36,0.7,True
U000200,User 200,user200@example.com,2025-09-21,Flex,Dammam - Waterfront,Partnership,2025-09-01,11-50,Designer,Midday,0.32,0.62,0.45,True
U000201,User 201,user201@example.com,2025-10-01,Flex,Jeddah - Corniche,Paid,2025-10-01,200+,Engineer,Midday,0.29,0.21,0.32,True
U000202,User 202,user202@example.com,2025-09-27,Standard,Riyadh - Olaya,Organic,2025-09-01,2-10,Founder,Morning,0.54,0.69,0.4,True
U000203,User 203,user203@example.com,2025-09-21,Enterprise,Jeddah - Corniche,Partnership,2025-09-01,51-200,Designer,Morning,0.4599999999999999,0.2,0.6,True
U000204,User 204,user204@example.com,2025-08-12,Standard,Riyadh - Olaya,Paid,2025-08-01,51-200,Sales,Afternoon,0.2299999999999999,0.34,0.38,True
U000205,User 205,user205@example.com,2025-09-08,Flex,Jeddah - Corniche,Organic,2025-09-01,2-10,Engineer,Afternoon,0.51,0.78,0.4,True
U000206,User 206,user206@example.com,2025-08-02,Standard,Riyadh - Digital City,Partnership,2025-08-01,2-10,Sales,Midday,0.24,0.04,0.3299999999999999,True
U000207,User 207,user207@example.com,2025-08-03,Flex,Riyadh - Olaya,Paid,2025-08-01,11-50,Analyst,Morning,0.3399999999999999,0.59,0.36,True
U000208,User 208,user208@example.com,2025-09-25,Standard,Jeddah - Corniche,Paid,2025-09-01,51-200,Engineer,Midday,0.2,0.45,0.5,True
U000209,User 209,user209@example.com,2025-10-20,Flex,Riyadh - Digital City,Paid,2025-10-01,51-200,Designer,Afternoon,0.1699999999999999,0.49,0.44,True
U000210,User 210,user210@example.com,2025-09-28,Flex,Jeddah - Corniche,Partnership,2025-09-01,11-50,Engineer,Afternoon,0.25,0.47,0.38,True
U000211,User 211,user211@example.com,2025-08-02,Flex,Jeddah - Corniche,Organic,2025-08-01,Solo,Sales,Midday,0.31,0.05,0.39,True
U000212,User 212,user212@example.com,2025-08-02,Enterprise,Jeddah - Corniche,Organic,2025-08-01,11-50,Founder,Afternoon,0.4599999999999999,0.88,0.5299999999999999,True
U000213,User 213,user213@example.com,2025-10-31,Standard,Dammam - Waterfront,Referral,2025-10-01,200+,Engineer,Midday,0.18,0.55,0.32,True
U000214,User 214,user214@example.com,2025-09-23,Standard,Riyadh - Olaya,Paid,2025-09-01,51-200,Designer,Morning,0.18,0.58,0.36,True
U000215,User 215,user215@example.com,2025-10-26,Standard,Dammam - Waterfront,Referral,2025-10-01,2-10,Analyst,Midday,0.31,0.28,0.43,True
U000216,User 216,user216@example.com,2025-08-01,Flex,Dammam - Waterfront,Referral,2025-08-01,200+,Other,Morning,0.3299999999999999,0.7,0.32,True
U000217,User 217,user217@example.com,2025-08-19,Standard,Dammam - Waterfront,Organic,2025-08-01,51-200,Founder,Morning,0.19,0.76,0.41,True
U000218,User 218,user218@example.com,2025-08-02,Standard,Dammam - Waterfront,Partnership,2025-08-01,11-50,Analyst,Afternoon,0.4599999999999999,0.17,0.44,True
U000219,User 219,user219@example.com,2025-09-22,Flex,Dammam - Waterfront,Partnership,2025-09-01,200+,Engineer,Afternoon,0.36,0.01,0.3299999999999999,True
U000220,User 220,user220@example.com,2025-09-13,Pro,Jeddah - Corniche,Organic,2025-09-01,51-200,Sales,Afternoon,0.2,0.07,0.5499999999999999,True
U000221,User 221,user221@example.com,2025-10-29,Flex,Riyadh - Olaya,Partnership,2025-10-01,Solo,Sales,Midday,0.49,0.74,0.31,True
U000222,User 222,user222@example.com,2025-09-01,Standard,Jeddah - Corniche,Referral,2025-09-01,Solo,Designer,Midday,0.36,0.53,0.45,True
U000223,User 223,user223@example.com,2025-10-09,Flex,Dammam - Waterfront,Paid,2025-10-01,2-10,Sales,Afternoon,0.15,0.37,0.42,True
U000224,User 224,user224@example.com,2025-09-01,Pro,Riyadh - Digital City,Organic,2025-09-01,51-200,Founder,Midday,0.3399999999999999,0.47,0.58,True
U000225,User 225,user225@example.com,2025-10-07,Flex,Jeddah - Corniche,Paid,2025-10-01,Solo,Sales,Afternoon,0.36,0.26,0.43,True
U000226,User 226,user226@example.com,2025-09-24,Standard,Dammam - Waterfront,Partnership,2025-09-01,11-50,Designer,Midday,0.25,0.19,0.35,True
U000227,User 227,user227@example.com,2025-10-14,Pro,Jeddah - Corniche,Paid,2025-10-01,51-200,Other,Morning,0.27,0.11,0.58,True
U000228,User 228,user228@example.com,2025-09-25,Enterprise,Riyadh - Digital City,Partnership,2025-09-01,11-50,Engineer,Morning,0.1699999999999999,0.42,0.58,True
U000229,User 229,user229@example.com,2025-08-17,Standard,Jeddah - Corniche,Partnership,2025-08-01,11-50,Engineer,Afternoon,0.2299999999999999,0.6,0.3399999999999999,True
U000230,User 230,user230@example.com,2025-09-07,Pro,Dammam - Waterfront,Referral,2025-09-01,Solo,Sales,Midday,0.26,0.3,0.51,True
U000231,User 231,user231@example.com,2025-08-24,Pro,Riyadh - Olaya,Partnership,2025-08-01,51-200,Analyst,Midday,0.37,0.6,0.6599999999999999,True
U000232,User 232,user232@example.com,2025-10-08,Enterprise,Jeddah - Corniche,Referral,2025-10-01,200+,Engineer,Morning,0.28,0.73,0.5399999999999999,True
U000233,User 233,user233@example.com,2025-10-09,Flex,Riyadh - Olaya,Referral,2025-10-01,Solo,Other,Morning,0.47,0.66,0.42,True
U000234,User 234,user234@example.com,2025-10-25,Flex,Jeddah - Corniche,Referral,2025-10-01,Solo,Sales,Afternoon,0.32,0.34,0.49,True
U000235,User 235,user235@example.com,2025-08-11,Standard,Riyadh - Olaya,Organic,2025-08-01,51-200,Designer,Morning,0.2299999999999999,0.14,0.3299999999999999,True
U000236,User 236,user236@example.com,2025-08-16,Enterprise,Riyadh - Digital City,Organic,2025-08-01,51-200,Other,Afternoon,0.37,0.15,0.62,True
U000237,User 237,user237@example.com,2025-10-12,Flex,Jeddah - Corniche,Partnership,2025-10-01,11-50,Sales,Morning,0.24,0.12,0.45,True
U000238,User 238,user238@example.com,2025-09-28,Enterprise,Riyadh - Olaya,Referral,2025-09-01,51-200,Other,Morning,0.3299999999999999,0.34,0.6,True
U000239,User 239,user239@example.com,2025-10-09,Flex,Riyadh - Olaya,Organic,2025-10-01,11-50,Engineer,Midday,0.19,0.74,0.45,True
U000240,User 240,user240@example.com,2025-10-19,Pro,Dammam - Waterfront,Referral,2025-10-01,Solo,Designer,Morning,0.37,0.58,0.6499999999999999,True
U000241,User 241,user241@example.com,2025-08-03,Flex,Jeddah - Corniche,Paid,2025-08-01,2-10,Sales,Morning,0.4399999999999999,0.2,0.38,True
U000242,User 242,user242@example.com,2025-08-20,Enterprise,Riyadh - Olaya,Paid,2025-08-01,200+,Founder,Afternoon,0.39,0.53,0.6,True
U000243,User 243,user243@example.com,2025-09-28,Pro,Jeddah - Corniche,Paid,2025-09-01,Solo,Designer,Morning,0.42,0.74,0.57,True
U000244,User 244,user244@example.com,2025-09-05,Pro,Riyadh - Olaya,Partnership,2025-09-01,51-200,Founder,Afternoon,0.48,0.29,0.69,True
U000245,User 245,user245@example.com,2025-08-19,Pro,Riyadh - Olaya,Referral,2025-08-01,200+,Other,Morning,0.39,0.47,0.6299999999999999,True
U000246,User 246,user246@example.com,2025-10-29,Enterprise,Riyadh - Olaya,Paid,2025-10-01,2-10,Analyst,Morning,0.24,0.34,0.6799999999999999,True
U000247,User 247,user247@example.com,2025-10-06,Standard,Riyadh - Digital City,Organic,2025-10-01,2-10,Designer,Afternoon,0.28,0.85,0.48,True
U000248,User 248,user248@example.com,2025-08-19,Standard,Jeddah - Corniche,Paid,2025-08-01,11-50,Other,Midday,0.4399999999999999,0.37,0.5,True
U000249,User 249,user249@example.com,2025-08-20,Standard,Dammam - Waterfront,Paid,2025-08-01,200+,Founder,Afternoon,0.39,0.3,0.32,True
U000250,User 250,user250@example.com,2025-10-10,Enterprise,Jeddah - Corniche,Paid,2025-10-01,11-50,Engineer,Afternoon,0.28,0.77,0.5299999999999999,True
U000251,User 251,user251@example.com,2025-09-21,Pro,Jeddah - Corniche,Partnership,2025-09-01,Solo,Engineer,Afternoon,0.49,0.23,0.5399999999999999,True
U000252,User 252,user252@example.com,2025-09-02,Standard,Jeddah - Corniche,Organic,2025-09-01,200+,Analyst,Midday,0.48,0.48,0.31,True
U000253,User 253,user253@example.com,2025-09-09,Enterprise,Jeddah - Corniche,Referral,2025-09-01,Solo,Designer,Morning,0.24,0.31,0.58,True
U000254,User 254,user254@example.com,2025-09-08,Standard,Riyadh - Olaya,Organic,2025-09-01,11-50,Designer,Afternoon,0.49,0.54,0.48,True
U000255,User 255,user255@example.com,2025-10-21,Flex,Riyadh - Digital City,Referral,2025-10-01,200+,Designer,Afternoon,0.25,0.78,0.5,True
U000256,User 256,user256@example.com,2025-08-01,Standard,Jeddah - Corniche,Partnership,2025-08-01,11-50,Other,Midday,0.25,0.57,0.47,True
U000257,User 257,user257@example.com,2025-08-11,Standard,Dammam - Waterfront,Partnership,2025-08-01,200+,Analyst,Afternoon,0.35,0.02,0.38,True
U000258,User 258,user258@example.com,2025-10-31,Pro,Riyadh - Olaya,Partnership,2025-10-01,11-50,Designer,Morning,0.35,0.79,0.5399999999999999,True
U000259,User 259,user259@example.com,2025-09-26,Enterprise,Riyadh - Olaya,Partnership,2025-09-01,2-10,Other,Midday,0.36,0.68,0.6,True
U000260,User 260,user260@example.com,2025-10-28,Pro,Dammam - Waterfront,Referral,2025-10-01,11-50,Engineer,Morning,0.21,0.84,0.69,True
U000261,User 261,user261@example.com,2025-09-19,Pro,Riyadh - Olaya,Paid,2025-09-01,2-10,Founder,Morning,0.31,0.09,0.5499999999999999,True
U000262,User 262,user262@example.com,2025-08-23,Pro,Jeddah - Corniche,Referral,2025-08-01,11-50,Other,Midday,0.16,0.82,0.69,True
U000263,User 263,user263@example.com,2025-08-31,Pro,Riyadh - Olaya,Organic,2025-08-01,200+,Engineer,Afternoon,0.26,0.24,0.52,True
U000264,User 264,user264@example.com,2025-09-11,Pro,Dammam - Waterfront,Partnership,2025-09-01,200+,Engineer,Morning,0.32,0.67,0.52,True
U000265,User 265,user265@example.com,2025-08-07,Standard,Riyadh - Olaya,Partnership,2025-08-01,200+,Founder,Morning,0.25,0.6,0.35,True
U000266,User 266,user266@example.com,2025-08-16,Pro,Jeddah - Corniche,Organic,2025-08-01,51-200,Engineer,Morning,0.3,0.28,0.52,True
U000267,User 267,user267@example.com,2025-10-29,Pro,Riyadh - Olaya,Referral,2025-10-01,Solo,Analyst,Morning,0.32,0.18,0.62,True
U000268,User 268,user268@example.com,2025-09-29,Enterprise,Riyadh - Olaya,Paid,2025-09-01,200+,Founder,Midday,0.49,0.42,0.7,True
U000269,User 269,user269@example.com,2025-08-02,Flex,Jeddah - Corniche,Paid,2025-08-01,2-10,Engineer,Midday,0.4,0.65,0.41,True
U000270,User 270,user270@example.com,2025-08-01,Standard,Riyadh - Digital City,Organic,2025-08-01,200+,Sales,Morning,0.3,0.73,0.32,True
U000271,User 271,user271@example.com,2025-09-17,Standard,Riyadh - Olaya,Paid,2025-09-01,51-200,Other,Afternoon,0.2,0.6,0.5,True
U000272,User 272,user272@example.com,2025-08-12,Standard,Riyadh - Digital City,Referral,2025-08-01,2-10,Engineer,Morning,0.26,0.42,0.49,True
U000273,User 273,user273@example.com,2025-10-08,Pro,Dammam - Waterfront,Referral,2025-10-01,51-200,Analyst,Afternoon,0.27,0.24,0.5499999999999999,True
U000274,User 274,user274@example.com,2025-09-06,Pro,Jeddah - Corniche,Organic,2025-09-01,2-10,Designer,Morning,0.18,0.19,0.59,True
U000275,User 275,user275@example.com,2025-09-01,Pro,Dammam - Waterfront,Referral,2025-09-01,11-50,Engineer,Afternoon,0.53,0.47,0.6299999999999999,True
U000276,User 276,user276@example.com,2025-08-09,Enterprise,Dammam - Waterfront,Partnership,2025-08-01,Solo,Designer,Morning,0.16,0.82,0.5299999999999999,True
U000277,User 277,user277@example.com,2025-08-19,Flex,Dammam - Waterfront,Organic,2025-08-01,Solo,Sales,Afternoon,0.4,0.86,0.49,True
U000278,User 278,user278@example.com,2025-09-17,Pro,Jeddah - Corniche,Referral,2025-09-01,51-200,Engineer,Morning,0.41,0.23,0.58,True
U000279,User 279,user279@example.com,2025-10-19,Flex,Riyadh - Digital City,Organic,2025-10-01,Solo,Founder,Morning,0.41,0.1,0.45,True
U000280,User 280,user280@example.com,2025-08-03,Enterprise,Riyadh - Digital City,Paid,2025-08-01,51-200,Designer,Afternoon,0.29,0.54,0.6499999999999999,True
U000281,User 281,user281@example.com,2025-08-20,Standard,Riyadh - Olaya,Referral,2025-08-01,51-200,Sales,Midday,0.22,0.27,0.42,True
U000282,User 282,user282@example.com,2025-08-24,Pro,Riyadh - Olaya,Partnership,2025-08-01,51-200,Founder,Afternoon,0.21,0.68,0.5499999999999999,True
U000283,User 283,user283@example.com,2025-09-23,Flex,Riyadh - Olaya,Referral,2025-09-01,Solo,Founder,Midday,0.54,0.62,0.4,True
U000284,User 284,user284@example.com,2025-09-02,Flex,Jeddah - Corniche,Organic,2025-09-01,51-200,Founder,Morning,0.26,0.58,0.44,True
U000285,User 285,user285@example.com,2025-08-24,Pro,Riyadh - Olaya,Organic,2025-08-01,Solo,Founder,Afternoon,0.27,0.04,0.61,True
U000286,User 286,user286@example.com,2025-10-14,Standard,Riyadh - Digital City,Referral,2025-10-01,51-200,Engineer,Afternoon,0.31,0.5,0.41,True
U000287,User 287,user287@example.com,2025-10-11,Standard,Riyadh - Olaya,Partnership,2025-10-01,200+,Other,Afternoon,0.31,0.2,0.31,True
U000288,User 288,user288@example.com,2025-09-05,Standard,Riyadh - Digital City,Partnership,2025-09-01,51-200,Engineer,Midday,0.5,0.11,0.3299999999999999,True
U000289,User 289,user289@example.com,2025-09-07,Enterprise,Dammam - Waterfront,Partnership,2025-09-01,2-10,Engineer,Midday,0.35,0.49,0.51,True
U000290,User 290,user290@example.com,2025-10-23,Flex,Riyadh - Olaya,Organic,2025-10-01,51-200,Sales,Morning,0.22,0.03,0.42,True
U000291,User 291,user291@example.com,2025-10-28,Flex,Riyadh - Digital City,Referral,2025-10-01,11-50,Sales,Midday,0.19,0.41,0.36,True
U000292,User 292,user292@example.com,2025-08-25,Flex,Dammam - Waterfront,Paid,2025-08-01,51-200,Other,Midday,0.4,0.83,0.47,True
U000293,User 293,user293@example.com,2025-08-18,Enterprise,Riyadh - Olaya,Organic,2025-08-01,2-10,Sales,Morning,0.3,0.37,0.6299999999999999,True
U000294,User 294,user294@example.com,2025-10-21,Flex,Dammam - Waterfront,Partnership,2025-10-01,2-10,Analyst,Afternoon,0.5,0.24,0.42,True
U000295,User 295,user295@example.com,2025-10-05,Enterprise,Jeddah - Corniche,Referral,2025-10-01,Solo,Other,Afternoon,0.42,0.13,0.58,True
U000296,User 296,user296@example.com,2025-09-23,Standard,Riyadh - Digital City,Partnership,2025-09-01,200+,Sales,Morning,0.43,0.74,0.42,True
U000297,User 297,user297@example.com,2025-09-04,Pro,Dammam - Waterfront,Paid,2025-09-01,51-200,Other,Afternoon,0.26,0.31,0.6699999999999999,True
U000298,User 298,user298@example.com,2025-10-19,Flex,Riyadh - Digital City,Partnership,2025-10-01,Solo,Engineer,Midday,0.51,0.1,0.3399999999999999,True
U000299,User 299,user299@example.com,2025-09-30,Flex,Riyadh - Digital City,Partnership,2025-09-01,200+,Engineer,Morning,0.4399999999999999,0.6,0.35,True
U000300,User 300,user300@example.com,2025-09-10,Standard,Jeddah - Corniche,Paid,2025-09-01,51-200,Other,Morning,0.37,0.17,0.36,True
U000301,User 301,user301@example.com,2025-09-02,Pro,Jeddah - Corniche,Referral,2025-09-01,11-50,Analyst,Morning,0.3,0.26,0.6799999999999999,True
U000302,User 302,user302@example.com,2025-10-07,Enterprise,Jeddah - Corniche,Organic,2025-10-01,51-200,Analyst,Afternoon,0.28,0.54,0.51,True
U000303,User 303,user303@example.com,2025-09-02,Pro,Jeddah - Corniche,Referral,2025-09-01,2-10,Other,Morning,0.24,0.53,0.6599999999999999,True
U000304,User 304,user304@example.com,2025-08-14,Standard,Riyadh - Olaya,Paid,2025-08-01,2-10,Sales,Morning,0.21,0.81,0.46,True
U000305,User 305,user305@example.com,2025-08-21,Standard,Dammam - Waterfront,Partnership,2025-08-01,11-50,Designer,Morning,0.51,0.86,0.31,True
U000306,User 306,user306@example.com,2025-09-17,Pro,Jeddah - Corniche,Referral,2025-09-01,Solo,Analyst,Afternoon,0.43,0.74,0.5599999999999999,True
U000307,User 307,user307@example.com,2025-08-20,Enterprise,Riyadh - Digital City,Organic,2025-08-01,200+,Founder,Midday,0.1699999999999999,0.2,0.5299999999999999,True
U000308,User 308,user308@example.com,2025-08-08,Enterprise,Riyadh - Digital City,Paid,2025-08-01,51-200,Engineer,Morning,0.29,0.43,0.5599999999999999,True
U000309,User 309,user309@example.com,2025-08-07,Flex,Jeddah - Corniche,Referral,2025-08-01,2-10,Other,Midday,0.5,0.04,0.49,True
U000310,User 310,user310@example.com,2025-10-06,Enterprise,Riyadh - Digital City,Organic,2025-10-01,Solo,Founder,Afternoon,0.3299999999999999,0.86,0.58,True
U000311,User 311,user311@example.com,2025-08-17,Pro,Jeddah - Corniche,Paid,2025-08-01,11-50,Other,Afternoon,0.27,0.4,0.6699999999999999,True
U000312,User 312,user312@example.com,2025-09-02,Standard,Riyadh - Digital City,Organic,2025-09-01,2-10,Engineer,Afternoon,0.35,0.58,0.41,True
U000313,User 313,user313@example.com,2025-09-17,Flex,Riyadh - Olaya,Paid,2025-09-01,11-50,Engineer,Afternoon,0.51,0.88,0.38,True
U000314,User 314,user314@example.com,2025-10-15,Flex,Dammam - Waterfront,Partnership,2025-10-01,51-200,Analyst,Midday,0.41,0.53,0.41,True
U000315,User 315,user315@example.com,2025-09-28,Standard,Riyadh - Olaya,Referral,2025-09-01,200+,Analyst,Morning,0.43,0.73,0.42,True
U000316,User 316,user316@example.com,2025-10-25,Enterprise,Dammam - Waterfront,Organic,2025-10-01,2-10,Founder,Afternoon,0.3399999999999999,0.21,0.6299999999999999,True
U000317,User 317,user317@example.com,2025-08-22,Standard,Dammam - Waterfront,Paid,2025-08-01,2-10,Other,Afternoon,0.39,0.82,0.48,True
U000318,User 318,user318@example.com,2025-08-30,Enterprise,Dammam - Waterfront,Organic,2025-08-01,51-200,Engineer,Midday,0.2,0.64,0.5499999999999999,True
U000319,User 319,user319@example.com,2025-09-07,Standard,Riyadh - Olaya,Organic,2025-09-01,Solo,Founder,Midday,0.5,0.63,0.37,True
U000320,User 320,user320@example.com,2025-09-20,Pro,Dammam - Waterfront,Referral,2025-09-01,200+,Designer,Afternoon,0.16,0.7,0.62,True
U000321,User 321,user321@example.com,2025-09-23,Enterprise,Riyadh - Olaya,Partnership,2025-09-01,2-10,Founder,Morning,0.36,0.03,0.6,True
U000322,User 322,user322@example.com,2025-08-08,Pro,Jeddah - Corniche,Organic,2025-08-01,200+,Sales,Morning,0.4599999999999999,0.64,0.6799999999999999,True
U000323,User 323,user323@example.com,2025-08-27,Flex,Jeddah - Corniche,Paid,2025-08-01,2-10,Founder,Afternoon,0.3,0.14,0.46,True
U000324,User 324,user324@example.com,2025-08-27,Standard,Riyadh - Digital City,Paid,2025-08-01,200+,Sales,Midday,0.32,0.75,0.41,True
U000325,User 325,user325@example.com,2025-08-21,Flex,Riyadh - Digital City,Partnership,2025-08-01,11-50,Sales,Afternoon,0.19,0.21,0.38,True
U000326,User 326,user326@example.com,2025-08-30,Flex,Jeddah - Corniche,Paid,2025-08-01,2-10,Sales,Afternoon,0.5,0.85,0.47,True
U000327,User 327,user327@example.com,2025-08-28,Flex,Jeddah - Corniche,Partnership,2025-08-01,200+,Designer,Midday,0.4399999999999999,0.46,0.38,True
U000328,User 328,user328@example.com,2025-10-03,Flex,Riyadh - Olaya,Paid,2025-10-01,Solo,Founder,Afternoon,0.3299999999999999,0.8,0.39,True
U000329,User 329,user329@example.com,2025-10-08,Standard,Dammam - Waterfront,Referral,2025-10-01,11-50,Founder,Afternoon,0.37,0.45,0.46,True
U000330,User 330,user330@example.com,2025-09-30,Flex,Riyadh - Olaya,Organic,2025-09-01,11-50,Designer,Afternoon,0.48,0.13,0.41,True
U000331,User 331,user331@example.com,2025-09-17,Standard,Riyadh - Digital City,Referral,2025-09-01,Solo,Engineer,Midday,0.27,0.49,0.42,True
U000332,User 332,user332@example.com,2025-08-19,Standard,Dammam - Waterfront,Organic,2025-08-01,200+,Analyst,Morning,0.43,0.19,0.31,True
U000333,User 333,user333@example.com,2025-08-04,Pro,Riyadh - Olaya,Organic,2025-08-01,51-200,Founder,Morning,0.5,0.49,0.6399999999999999,True
U000334,User 334,user334@example.com,2025-09-04,Enterprise,Dammam - Waterfront,Organic,2025-09-01,Solo,Analyst,Midday,0.36,0.32,0.69,True
U000335,User 335,user335@example.com,2025-10-03,Enterprise,Riyadh - Olaya,Referral,2025-10-01,200+,Other,Morning,0.5,0.58,0.6399999999999999,True
U000336,User 336,user336@example.com,2025-09-18,Standard,Riyadh - Olaya,Organic,2025-09-01,Solo,Other,Afternoon,0.2299999999999999,0.42,0.43,True
U000337,User 337,user337@example.com,2025-08-17,Pro,Riyadh - Olaya,Referral,2025-08-01,Solo,Designer,Morning,0.53,0.78,0.6399999999999999,True
U000338,User 338,user338@example.com,2025-09-13,Standard,Riyadh - Olaya,Partnership,2025-09-01,2-10,Other,Afternoon,0.3299999999999999,0.11,0.37,True
U000339,User 339,user339@example.com,2025-10-31,Standard,Jeddah - Corniche,Paid,2025-10-01,200+,Other,Morning,0.52,0.39,0.32,True
U000340,User 340,user340@example.com,2025-08-30,Standard,Riyadh - Olaya,Paid,2025-08-01,51-200,Engineer,Midday,0.2,0.19,0.46,True
U000341,User 341,user341@example.com,2025-09-15,Pro,Riyadh - Olaya,Organic,2025-09-01,2-10,Engineer,Morning,0.29,0.37,0.5299999999999999,True
U000342,User 342,user342@example.com,2025-08-06,Enterprise,Jeddah - Corniche,Referral,2025-08-01,Solo,Engineer,Morning,0.3399999999999999,0.02,0.51,True
U000343,User 343,user343@example.com,2025-09-06,Pro,Jeddah - Corniche,Paid,2025-09-01,Solo,Other,Morning,0.2299999999999999,0.27,0.59,True
U000344,User 344,user344@example.com,2025-08-24,Flex,Dammam - Waterfront,Referral,2025-08-01,Solo,Designer,Midday,0.4599999999999999,0.55,0.3399999999999999,True
U000345,User 345,user345@example.com,2025-09-15,Pro,Dammam - Waterfront,Referral,2025-09-01,200+,Sales,Morning,0.18,0.89,0.58,True
U000346,User 346,user346@example.com,2025-09-22,Pro,Riyadh - Digital City,Organic,2025-09-01,200+,Sales,Midday,0.32,0.12,0.69,True
U000347,User 347,user347@example.com,2025-09-29,Pro,Riyadh - Digital City,Paid,2025-09-01,2-10,Analyst,Afternoon,0.19,0.76,0.58,True
U000348,User 348,user348@example.com,2025-10-02,Pro,Riyadh - Olaya,Organic,2025-10-01,51-200,Sales,Morning,0.3399999999999999,0.65,0.6399999999999999,True
U000349,User 349,user349@example.com,2025-10-24,Enterprise,Dammam - Waterfront,Organic,2025-10-01,2-10,Sales,Midday,0.37,0.36,0.61,True
U000350,User 350,user350@example.com,2025-09-01,Flex,Jeddah - Corniche,Paid,2025-09-01,11-50,Engineer,Midday,0.25,0.48,0.45,True
U000351,User 351,user351@example.com,2025-10-26,Enterprise,Riyadh - Olaya,Paid,2025-10-01,Solo,Engineer,Morning,0.51,0.65,0.6799999999999999,True
U000352,User 352,user352@example.com,2025-09-02,Enterprise,Dammam - Waterfront,Partnership,2025-09-01,Solo,Other,Afternoon,0.36,0.35,0.6799999999999999,True
U000353,User 353,user353@example.com,2025-10-06,Pro,Riyadh - Olaya,Partnership,2025-10-01,Solo,Analyst,Midday,0.18,0.53,0.5299999999999999,True
U000354,User 354,user354@example.com,2025-08-18,Standard,Dammam - Waterfront,Referral,2025-08-01,2-10,Founder,Morning,0.43,0.25,0.4,True
U000355,User 355,user355@example.com,2025-08-25,Standard,Riyadh - Olaya,Paid,2025-08-01,2-10,Analyst,Afternoon,0.48,0.74,0.31,True
U000356,User 356,user356@example.com,2025-09-23,Enterprise,Dammam - Waterfront,Partnership,2025-09-01,Solo,Analyst,Midday,0.27,0.71,0.6599999999999999,True
U000357,User 357,user357@example.com,2025-09-27,Enterprise,Dammam - Waterfront,Referral,2025-09-01,2-10,Designer,Midday,0.2299999999999999,0.39,0.52,True
U000358,User 358,user358@example.com,2025-10-06,Pro,Jeddah - Corniche,Referral,2025-10-01,200+,Other,Afternoon,0.4499999999999999,0.42,0.52,True
